fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,location
E85,E-Z Shop 4,1796 Sniders Hwy,,Walterboro,SC,29488,,843-538-5101,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,GPS,32.8797,-80.720017,2011-04-30,33810,POINT(-80.720017 32.8797)
E85,E-Z Shop 9,3304 Robertson Blvd,,Walterboro,SC,29488,,843-549-7548,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp FuelMan,,,,,,,,,,200-8,32.89867,-80.647322,2011-04-30,33811,POINT(-80.647322 32.89867)
E85,E-Z Shop 16,315 Yemassee Hwy,,Yemassee,SC,29945,,843-589-4029,E,,Public - see hours,24 hours daily,Cash Check A D M V Wright_Exp,,,,,,,,,,200-8,32.6943634,-80.8573615,2011-04-30,33812,POINT(-80.8573615 32.6943634)
E85,"Kum & Go #615",32562 477th Ave,,Elk Point,SD,57025,,605-356-9453,E,,Public - see hours,24 hours daily; FleetOne cards also accepted,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.6704901,-96.6652228,2011-09-30,33813,POINT(-96.6652228 42.6704901)
E85,Ken's Shell Express,4 E US Highway 12,,Groton,SD,57445,,605-397-8540,E,,Public - see hours,6am-11pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,45.4576717,-98.103432,2011-10-31,33814,POINT(-98.103432 45.4576717)
E85,"Quik Mart #14",1102 Nashville Hwy,,Columbia,TN,38401,,931-388-8557,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,35.6388081,-87.0155964,2011-05-31,33816,POINT(-87.0155964 35.6388081)
E85,"Quik Mart #10",800 N Ellington Pkwy,,Lewisburg,TN,37091,,931-359-1001,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp FuelMan,,,,,,,,,,200-8,35.4618449,-86.7823219,2011-05-31,33818,POINT(-86.7823219 35.4618449)
E85,H-E-B,24224 Northwest Frwy,,Houston,TX,77429,,281-758-1100,E,,Public - credit card after hours,6am-10pm daily,Cash Checks A D M V,,,,,,,,,,200-8,29.955504,-95.6730082,2011-10-31,33821,POINT(-95.6730082 29.955504)
E85,"Kroger #364",6060 FM 2920 Rd,,Spring,TX,77379,,281-370-2072,E,,Public - credit card after hours,7am-10pm daily,Cash A D M V Wright_Exp,,,,,,,,,,200-8,30.075284,-95.517049,2011-10-31,33822,POINT(-95.517049 30.075284)
E85,Kroger Kwik Shop,11565 S Highway 6,,Sugar Land,TX,77478,,281-240-1579,E,,Public - credit card after hours,4am-1am daily,Cash Checks A D M V Voyager Wright_Exp FuelMan,,,,,,,,,,200-8,29.648105,-95.64989,2011-10-31,33823,POINT(-95.64989 29.648105)
E85,Christensen Oil Co,1890 N Main,,Spanish Fork,UT,84648,,801-373-7970,E,,Public - credit card at all times,24 hours daily,A D M V Wright_Exp,,,,,,,,,,200-8,39.7305455,-111.8360657,2011-06-30,33824,POINT(-111.8360657 39.7305455)
E85,Grocery Boys,3430 N Crestline,,Spokane,WA,99207,,509-487-7897,E,,Public - credit card after hours,7am-10:30pm daily,Cash Checks A D M V,,,,,,,,,,200-8,47.6892231,-117.3789197,2011-01-31,33825,POINT(-117.3789197 47.6892231)
E85,Lakeland Co-op - Cenex,302 Knapp St,,Chetek,WI,54728,,715-924-4835,E,,Public - credit card after hours,7am-6pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,45.3144153,-91.6526367,2011-08-31,33826,POINT(-91.6526367 45.3144153)
E85,"Kwik Trip #498",1213 S Broadway St,By Dairy Queen,Menomonie,WI,54751,,715-235-3123,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,44.8718724,-91.9297835,2011-04-30,33828,POINT(-91.9297835 44.8718724)
E85,"Kwik Trip #496",2599 Ironwood Dr,,Sun Prairie,WI,53590,,608-834-9390,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.1856195,-89.2676551,2011-04-30,33829,POINT(-89.2676551 43.1856195)
E85,"Bosselman's Pump & Pantry #25",317 W State St,,Albion,NE,68620,,402-395-2977,E,,Public - see hours,6am-11pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.6908122,-97.9999654,2011-03-31,33830,POINT(-97.9999654 41.6908122)
E85,"Bosselman's Pump & Pantry #30",214 Front St,Highway 30 and Church St,Elm Creek,NE,68836,,308-856-4464,E,,Public - see hours,6am-11pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.7513402,-98.8380225,2011-03-31,33831,POINT(-98.8380225 40.7513402)
E85,Corner Stop,418 N 13th St,,Geneva,NE,68361,,402-759-4000,E,,Public - see hours,6am-11pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.5299281,-97.595829,2011-03-31,33832,POINT(-97.595829 40.5299281)
E85,"Bosselman's Pump & Pantry #2",821 N Webb Rd,,Grand Island,NE,68803,,308-381-0767,E,,Public - see hours,6am-11pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.9257942,-98.3785213,2011-03-31,33833,POINT(-98.3785213 40.9257942)
E85,"Bosselman's Pump & Pantry #41",1212 E 56th St,,Kearney,NE,68847,,308-237-5600,E,,Public - see hours,6am-11pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.7284115,-99.0689518,2011-03-31,33834,POINT(-99.0689518 40.7284115)
E85,Roc's Stop & Shop,5757 S 85th St,,Lincoln,NE,68526,,402-488-5757,E,,Public - credit card after hours,"5am-11pm M-Th, 5am-1am F-Sat, 6am-11pm Sun",Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.754166,-96.605441,2011-03-31,33835,POINT(-96.605441 40.754166)
E85,U-Stop,610 S 10th St,,Lincoln,NE,68508,,402-474-7346,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.807727,-96.706672,2011-03-31,33836,POINT(-96.706672 40.807727)
E85,Trotter's Whoa & Go Express,503 W Old Highway 2,,Merna,NE,68856,,308-643-2754,E,,Public - credit card after hours,6am-11pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,GPS,41.481389,-99.763383,2011-03-31,33837,POINT(-99.763383 41.481389)
E85,Aurora Co-op,1185 33 Rd,,Minden,NE,68959,,308-832-1382,E,,Public - see hours,24 hours daily; also accept company fleet card,Cash Checks A D M V,,,,,,,,,,200-8,40.508061,-98.9327073,2011-03-31,33838,POINT(-98.9327073 40.508061)
E85,"Time Saver #2",1401 S Jeffers,,North Platte,NE,69101,,308-532-5176,E,,Public - credit card after hours,6am-12am daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.1214238,-100.7638685,2011-03-31,33839,POINT(-100.7638685 41.1214238)
E85,Trotter Service,112 N Sycamore St,,Pleasanton,NE,68866,,308-388-4711,E,,Public - credit card after hours,"7:30am-5:30pm M-F, 7:30am-12pm Sat",Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.9671888,-99.0850088,2011-03-31,33841,POINT(-99.0850088 40.9671888)
E85,Farmers Cooperative Association,35885 Ravenna Rd,,Ravenna,NE,68869,,308-452-3257,E,,Public - credit card after hours,"5am-12am M-F, 8am-12am Sat, 8am-10pm Sun",Cash Checks A D M V Wright_Exp,,,,,,,,,,200-8,41.0198845,-98.9127753,2011-03-31,33842,POINT(-98.9127753 41.0198845)
E85,"Rebel Oil Co #97",4665 E Sunset Rd,At intersection of E Sunset and Mountain Vista,Henderson,NV,89014,,702-458-6677,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,36.070586,-115.071315,2011-06-30,33844,POINT(-115.071315 36.070586)
E85,"Rebel Oil Co #58",3024 N Tenaya Way,,Las Vegas,NV,89129,,702-658-4458,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,36.2141747,-115.2501647,2011-06-30,33845,POINT(-115.2501647 36.2141747)
E85,New York State Office of General Services,1220 Washington Ave,Harriman State Office Campus Building 18,Albany,NY,12226,,,E,,Private - government only,,,,,,,,,,,,200-8,42.681009,-73.805276,2011-02-28,33846,POINT(-73.805276 42.681009)
E85,New York State Thruway Authority,200 Southern Blvd,Interchange 23,Albany,NY,12209,,,E,,Private access only,Accessible to Thruway Authority & State vehicles only,,,,,,,,,,,200-8,42.629759,-73.776476,2011-02-28,33847,POINT(-73.776476 42.629759)
E85,Runway Express - Route 50,1402 Saratoga Rd,,Ballston Spa,NY,12020,,518-885-4669,E,,Public - see hours,"6am-11pm M-Sat, 7am-10pm Sun",Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.976042,-73.860086,2011-02-28,33848,POINT(-73.860086 42.976042)
E85,Haines Road Service Station,9 Haines Rd,,Bedford Hills,NY,10507,,914-666-0794,E,,Public - see hours,6:30am-9:30pm daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.236454,-73.701794,2011-02-28,33849,POINT(-73.701794 41.236454)
E85,New York State Thruway Authority,1870 Walden Ave,Exit 52,Cheektowaga,NY,14225,,,E,,Private access only,Accessible to Thruway Authority vehicles only,,,,,,,,,,,200-8,42.9091935,-78.7667092,2011-02-28,33850,POINT(-78.7667092 42.9091935)
E85,New York State Thruway - Syracuse Section 6,6517 Old Thompson Rd,Interchange 35,East  Syracuse,NY,13211,,,E,,Private access only,Accessible to Thruway Authority vehicles only,,,,,,,,,,,200-8,43.0944743,-76.0958019,2011-02-28,33851,POINT(-76.0958019 43.0944743)
E85,DiPrima's Mobil,1311 Fairport Rd,,Fairport,NY,14450,,585-377-2890,E,,Public - see hours,"5am-12am M-Sat, 5:30am-12am Sun",Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.10092,-77.461536,2011-02-28,33852,POINT(-77.461536 43.10092)
E85,Airport Mobil,1114 Troy Schenectady Rd,,Latham,NY,12110,,518-783-6254,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.7664916,-73.8142993,2011-02-28,33853,POINT(-73.8142993 42.7664916)
E85,New York State Thruway Authority,Interchange 17,Adjacent to the Interchange,Newburgh,NY,12550,,,E,,Private access only,Accessible to Thruway Authority vehicles only,,,,,,,,,,,GPS,41.511419,-74.071161,2011-11-30,33854,POINT(-74.071161 41.511419)
E85,Fastrac Markets,4200 W Henrietta Rd,,Rochester,NY,14623,,585-334-7100,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.068364,-77.645993,2011-02-28,33855,POINT(-77.645993 43.068364)
E85,Saratoga General Store - Mobil On the Run,177 S Broadway,,Saratoga Springs,NY,12866,,518-584-4913,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.072932,-73.788183,2011-02-28,33856,POINT(-73.788183 43.072932)
E85,Don & Holly's Mobil,5021 Ridge Rd W,,Spencerport,NY,14559,,585-352-8225,E,,Public - see hours,6am-10pm daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.218096,-77.792115,2011-02-28,33857,POINT(-77.792115 43.218096)
E85,Sunoco - ZSA Petroleum,298 N Main St,,Spring Valley,NY,10977,,845-371-6989,E,,Public - see hours,6am-1am daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.128152,-74.040756,2011-02-28,33858,POINT(-74.040756 41.128152)
E85,New York State Thruway - Nyack Section 5,201 N Rte 303,,West Nyack,NY,10994,,,E,,Private access only,Accessible to Thruway Authority vehicles only,,,,,,,,,,,200-8,41.0874032,-73.9486736,2011-02-28,33859,POINT(-73.9486736 41.0874032)
E85,Glockner Oil - Pacific Pride,4407 US Route 23,,Piketon,OH,45661,,740-289-2979,E,,Public - card key at all times,24 hours daily; contact station to arrange for card key,Voyager Wright_Exp,,,,,,,,,,200-8,39.0206587,-83.026135,2011-02-28,33860,POINT(-83.026135 39.0206587)
E85,In & Out Mart,5566 Alexis Rd,,Sylvania,OH,43560,,419-882-8125,E,,Public - see hours,"7am-11pm M-Thurs, 7am-12am F-Sat, 8am-11pm Sun",Cash A D M V Wright_Exp,,,,,,,,,,200-8,41.716745,-83.677181,2011-02-28,33861,POINT(-83.677181 41.716745)
E85,"Kroger Fuel Center #965",5991 Sunbury Rd,,Westerville,OH,43081,,614-895-1500,E,,Public - see hours,6am-10pm daily,Cash A D M V Wright_Exp,,,,,,,,,,200-8,40.0835749,-82.8958177,2011-02-28,33862,POINT(-82.8958177 40.0835749)
E85,"Kum & Go #876",14505 E 86th St,,Owasso,OK,74055,,918-274-8006,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp FuelMan,,,,,,,,,,200-8,36.2785129,-95.8121126,2011-09-30,33863,POINT(-95.8121126 36.2785129)
E85,"Bucky's Express #117",1759 Madison Ave,,Council Bluffs,IA,51503,,712-322-8855,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.2443142,-95.827243,2011-02-28,33864,POINT(-95.827243 41.2443142)
E85,City of Burnsville,13713 Frontier Ct,,Burnsville,MN,55337,,952-895-4550,E,,Private - government only,,,,,,,,,,,,200-8,44.756287,-93.250156,2011-07-31,33865,POINT(-93.250156 44.756287)
E85,Cenex Bulk Station,100 E Main St,,Ada,MN,56510,,218-784-2481,E,,Public - credit card at all times,24 hours daily,A D M V,,,,,,,,,,200-8,47.296705,-96.5143265,2011-07-31,33866,POINT(-96.5143265 47.296705)
E85,Cenex - Chandler Co-op,1935 20th St,,Slayton,MN,56172,,507-836-6185,E,,Public - credit card after hours,8am-5pm M-F,Cash Checks A D M V Voyager Wright_Exp FuelMan,,,,,,,,,,200-8,43.9931108,-95.7649643,2011-07-31,33867,POINT(-95.7649643 43.9931108)
E85,Fisher Cenex C-Store,305 N 4th St,,Fisher,MN,56723,,218-891-4071,E,,Public - credit card after hours,6am-10pm daily,Cash Checks A D M V,,,,,,,,,,200-8,47.8021906,-96.7987236,2011-07-31,33868,POINT(-96.7987236 47.8021906)
HY,GM Ardsley,425 Saw Mill River Rd.,,Ardsley,NY,10502,,,E,,Private - fleet customers only,,,,,,,,,,,,200-8,41.006889,-73.852978,2009-02-03,33870,POINT(-73.852978 41.006889)
CNG,Sacramento State Garage,1416 10th St,,Sacramento,CA,95814,,,E,,Private - government only,,,,Q,,,,,,,,200-8,38.5756276,-121.4955166,2011-03-31,33872,POINT(-121.4955166 38.5756276)
LPG,Sunbelt,17 Douglas Ct,,Sterling,VA,20166,,703-478-0210,E,,Public - see hours,"6am-5pm M-F, 7am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,38.979707,-77.414545,2011-09-30,33875,POINT(-77.414545 38.979707)
LPG,Sunbelt,8738 Vulcan Ln,Off of Wellington Road,Manassas,VA,20109,,703-369-4690,E,,Public - see hours,"6am-5pm M-F, 7am-1pm Sat",Cash A D M V,,,,,,,,,,200-8,38.767122,-77.526012,2011-09-30,33876,POINT(-77.526012 38.767122)
LPG,Sunbelt,18900 Earhart Ct,,Gaithersburg,MD,20879,,301-948-8808,E,,Public - see hours,"6am-5pm M-F, 7am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,39.167718,-77.17325,2011-09-30,33878,POINT(-77.17325 39.167718)
LPG,"Gas Mart #5",4780 Northwestern Pike,,Winchester,VA,22603,,540-877-2622,E,,Public - see hours,4am-1am M-Sun,Cash A D M V,,,,,,,,,,200-8,39.2284988,-78.2838607,2011-09-30,33886,POINT(-78.2838607 39.2284988)
BD,Downs Energy,1296 Magnolia Ave,I-15 & Magnolia Ave,Corona,CA,92879,,951-737-9866,E,,Public - see hours,8am-5pm daily,Cash Checks A D M V CFN,"B20, B99",,,,,,,,,200-8,33.86645,-117.539117,2011-03-31,33887,POINT(-117.539117 33.86645)
CNG,Clean Energy - Downs Truckstop,27985 Diaz Rd,Diaz Rd & Rancho Way.  LCNG station.,Temecula,CA,92590,,951-737-9866,E,,Public - credit card after hours,8am-4pm daily,Cash Checks A D M V Voyager Wright_Exp CFN,,Q,3000 3600,,,,,,,200-8,33.504331,-117.160007,2011-06-30,33888,POINT(-117.160007 33.504331)
LNG,Clean Energy - Downs Truckstop,27985 Diaz Rd,Diaz Rd & Rancho Way.  LCNG station.,Temecula,CA,92590,,951-737-9866,E,,Public - credit card after hours,8am-4pm daily,Cash Checks A D M V Voyager Wright_Exp CFN,,Q,,,,,,,,200-8,33.504331,-117.160007,2011-06-30,33889,POINT(-117.160007 33.504331)
LPG,DeClerk LP Gas,109 E Broadway St,Hwy 67 and Hwy 90,Pocahontas,AR,72455,,870-892-5273,E,,Public - call ahead,7am-5pm M-F,Cash D M V,,,,,,,,,,200-8,36.261014,-90.9704859,2011-05-31,33890,POINT(-90.9704859 36.261014)
LPG,Xpress Stop Augusta,Route 50 & Route 29,,Augusta,WV,26704,,304-496-8600,E,,Public - see hours,"5am-10pm M-Th, 5am-11pm F-Sat, 7am-10pm Sun",Cash A D M V,,,,,,,,,,200-8,39.27163,-78.556759,2011-03-31,33892,POINT(-78.556759 39.27163)
LPG,Dukes Equipment Co,417 Piney Grove Rd,At I-20,Columbia,SC,29210,,803-798-6559,E,,Public - see hours,"8:30am-5:30pm M-F, 8:30am-12pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,34.0562264,-81.1551949,2011-04-30,33896,POINT(-81.1551949 34.0562264)
CNG,Weld County Government,1113 H St,,Greeley,CO,80631,,,P,2012-03-01,PLANNED - not yet accessible,government only,,,Q,3600,,,,,,,200-8,40.446968,-104.70404,2011-12-31,33897,POINT(-104.70404 40.446968)
CNG,Clean Energy - Will Rogers World Airport,4424 Amelia Earhart Dr,At Terminal Dr,Oklahoma City,OK,73159,,303-322-4600,E,,Public - credit card at all times,24 hours daily,M V Voyager Wright_Exp Clean Energy,,Q,3000 3600,,,,,,,200-8,35.4062057,-97.6005346,2011-06-30,33898,POINT(-97.6005346 35.4062057)
CNG,Clean Energy - Oklahoma State University,2221 W Lakeview Dr,At Western Ave,Stillwater,OK,74078,,405-744-7938,E,,Public - credit card at all times,24 hours daily,D M V Voyager Wright_Exp CleanEnergy,,B,3600,,,,,,,200-8,36.1448815,-97.0863437,2011-12-31,33899,POINT(-97.0863437 36.1448815)
LPG,U-Haul,2949 E North Ave,,Grand Junction,CO,81504,,970-241-5933,E,,Public - see hours,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",Cash Checks A D M V,,,,,,,,,,GPS,39.076969,-108.506114,2011-11-30,33900,POINT(-108.506114 39.076969)
LPG,U-Haul,55 E 3900 S,,Salt Lake City,UT,84107,,801-266-3733,E,,Public - see hours,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",Cash Checks A D M V,,,,,,,,,,200-8,40.6869058,-111.8929919,2011-06-30,33901,POINT(-111.8929919 40.6869058)
E85,Mobil On the Run,2120 S Brentwood,,Brentwood,MO,63144,,314-961-7957,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,38.6256898,-90.3349538,2012-02-29,33902,POINT(-90.3349538 38.6256898)
E85,Ray Carroll Fuels C-Store,807 W Main,,Richmond,MO,64085,,816-776-2291,E,,Public - credit card after hours,8am-6pm daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,39.2785318,-93.986893,2012-02-29,33903,POINT(-93.986893 39.2785318)
E85,Naval Air Station Oceana - Navy Exchange (NEX),1449 Tomcat Blvd,,Virginia Beach,VA,23460,,757-491-8101,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,36.80422,-76.015309,2011-09-30,33904,POINT(-76.015309 36.80422)
E85,JR's Travel Shoppe,639 W Main St,,Trinidad,CO,81082,,719-846-7271,E,,Public - see hours,24 hours daily,Cash A D M V Wright_Exp,,,,,,,,,,200-8,37.1662758,-104.5105488,2011-12-31,33906,POINT(-104.5105488 37.1662758)
E85,Western Convenience Store,12702 Lowell Blvd,,Broomfield,CO,80020,,303-404-2550,E,,Public - see hours,24 hours daily,Cash Checks A D M V Wright_Exp,,,,,,,,,,200-8,39.927057,-105.033897,2011-08-31,33908,POINT(-105.033897 39.927057)
E85,Western Convenience Store,227 W Fillmore St,,Colorado Springs,CO,80907,,719-630-3493,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,GPS,38.874574,-104.826511,2011-08-31,33910,POINT(-104.826511 38.874574)
E85,U-Fill-It,227 8th St,,Greeley,CO,80631,,970-353-7927,E,,Public - see hours,"6am-8pm M-F, 7am-8pm Sat, 8am-6pm Sun",Cash A D M V Voyager Wright_Exp FuelMan,,,,,,,,,,200-8,40.4248468,-104.6815005,2011-08-31,33911,POINT(-104.6815005 40.4248468)
E85,Weld County Government,1113 H St,,Greeley,CO,80634,,,E,,Private - government only,,,,,,,,,,,,200-8,40.446968,-104.70404,2011-08-31,33912,POINT(-104.70404 40.446968)
E85,City of Baltimore,3800 E Biddle St,,Baltimore,MD,21213,,,E,,Private - government only,,,,,,,,,,,,200-8,39.306494,-76.566271,2011-09-30,33914,POINT(-76.566271 39.306494)
BD,Dogpatch Biofuels,765 Pennsylvania Ave,Between 22nd and 23rd,San Francisco,CA,94132,,415-642-7378,E,,Public - see hours,7am-7pm daily,Cash Checks M V,B99.9,,,,,,,,,200-8,37.756408,-122.39275,2011-09-30,33915,POINT(-122.39275 37.756408)
LPG,"Gas Mart #3",3285 Valley Pike,,Winchester,VA,22602,,540-722-0060,E,,Public - see hours,4am-10pm M-Sun,Cash A D M V,,,,,,,,,,200-8,39.1307727,-78.1923284,2011-09-30,33916,POINT(-78.1923284 39.1307727)
LPG,Overpeck Gas Company Inc,213 3rd St,,Covington,IN,47932,,765-793-2501,E,,Public - call ahead,Call ahead for arrangements,Cash Checks D M V,,,,,,,,,,200-8,40.135907,-87.397558,2011-05-31,33919,POINT(-87.397558 40.135907)
LPG,Sterling BP,22605 Glen Dr,,Sterling,VA,20163,,703-421-7621,E,,Public - see hours,6am-6pm daily,Cash Checks A D M V,,,,,,,,,,200-8,39.0444218,-77.4037725,2011-09-30,33920,POINT(-77.4037725 39.0444218)
ELEC,City of Champaign - Hill Street Parking Deck,123 W Hill St,"From Neil St head west on Hill or enter the deck from Randolph St between Church and Hill. Four charging stations on 3rd floor, east end of parking deck.",Champaign,IL,61820,,217-403-6160,E,,Public - see hours,24 hours daily; pay lot,D M V,,,,,,,4 Avcon Conductive,,,200-8,40.1192056,-88.2445907,2011-08-25,33921,POINT(-88.2445907 40.1192056)
ELEC,Federal Courthouse Parking Ramp,300 S 4th St,,Minneapolis,MN,55415,,,E,,Private access only,,,,,,,,,1 Conductive 120V,,,200-8,44.978233,-93.264701,2011-12-31,33925,POINT(-93.264701 44.978233)
LPG,Propane People,2513 County Road 27,West 0.5 mile from I-69 and US 6,Waterloo,IN,46793,,260-837-8300,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,41.438491,-85.063017,2011-05-31,33927,POINT(-85.063017 41.438491)
LPG,Beatty's Gas,4478 Route 119 N,"8 miles north of Indiana, PA",Home,PA,15747,,724-349-2550,E,,Public - call ahead,"8am-5pm M-F, 9am-1pm Sat",Cash D M V,,,,,,,,,,200-8,40.7322164,-79.1033449,2011-04-30,33928,POINT(-79.1033449 40.7322164)
E85,Truxel Road Shell,3721 Truxel Rd,,Sacramento,CA,95834,,916-928-9645,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,38.6373279,-121.504831,2011-09-30,33930,POINT(-121.504831 38.6373279)
E85,Reed Avenue Shell,800 Ikea Ct,,West Sacramento,CA,95605,,916-376-0313,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,38.590996,-121.548781,2011-09-30,33931,POINT(-121.548781 38.590996)
E85,Citgo Travel Center,905 Highway 320,,Carnesville,GA,30521,,706-384-2415,E,,Public - see hours,6am-11pm daily,Cash A D M V Voyager,,,,,,,,,,200-8,34.3722047,-83.2553308,2011-06-30,33932,POINT(-83.2553308 34.3722047)
E85,Minuteman Citgo Lake Zurich,24112 Rand Rd,,Barrington,IL,60010,,847-438-5722,E,,Public - see hours,"5am-11pm M-Sat, 6am-10pm Sun",Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.2142469,-88.1116764,2011-11-30,33933,POINT(-88.1116764 42.2142469)
E85,Minuteman Mobil - Lisle,5500 S Lincoln,,Lisle,IL,60532,,630-963-2810,E,,Public - see hours,"5am-11pm M-Th, 5am-12am F-Sat, 6am-10pm Sun",Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.786069,-88.074572,2011-11-30,33934,POINT(-88.074572 41.786069)
